RECNO	D	NEW	E	SOC	SOC2000	INDEXOCC	IND	ADD	SEE
10157				620	5434	Griddler	(catering)		
10158				160	5111	Grieve			
10159				899	8129	Grinder, anvil			
10160				811	8113	Grinder, asbestos			
10161				899	8129	Grinder, assistant	(metal trades)		
10162				512	5221	Grinder, axle			
10163				841	8125	Grinder, ball		(ball bearing)	
10164				899	8129	Grinder, billet	(steelworks)		
10165				899	8129	Grinder, bit	(coal mine)		
10166				512	5221	Grinder, bits, drill			
10167				899	8129	Grinder, blade			
10168				512	5221	Grinder, bolster			
10169				829	8114	Grinder, bone			
10170				899	8129	Grinder, bow			
10171				899	8129	Grinder, burr			
10172				512	5221	Grinder, cam-bowl			
10173				512	5221	Grinder, camshaft			
10174				820	8114	Grinder, carbide			
10175				829	8114	Grinder, carbon	(crucible mfr)		
10176				899	8129	Grinder, card			
10177				899	8129	Grinder, cardroom			
10178				843	8125	Grinder, cast, rough			
10179				843	8125	Grinder, castings			
10180				512	5221	Grinder, centreless			
10181				829	8112	Grinder, clay	(ceramics mfr)		
10182				899	8129	Grinder, clothing, card			
10183				809	8111	Grinder, coffee			
10184				829	8114	Grinder, colour			
10185				899	8129	Grinder, comb			
10186				829	8119	Grinder, compo	(metal mfr)		
10187				829	8112	Grinder, composition	(ceramics mfr)		
10188				829	8119	Grinder, composition	(metal mfr)		
10189				809	8111	Grinder, corn			
10190				512	5221	Grinder, crankshaft			
10191				512	5221	Grinder, cutlery			
10192				599	8119	Grinder, cutter	(cemented carbide goods mfr)		
10193				512	5221	Grinder, cutter	(metal trades)		
10194				512	5221	Grinder, cylinder	(metal trades)		
10195				811	8113	Grinder, cylinder	(textile mfr)		
10196				512	5221	Grinder, cylindrical			
10197				599	5499	Grinder, disc	(abrasive wheel mfr)		
10198				512	5221	Grinder, disc	(metal trades)		
10199				512	5221	Grinder, drill			
10200				899	8129	Grinder, dry		(metal)	
10201				829	8119	Grinder, dust			
10202				824	8115	Grinder, ebonite			
10203				599	5499	Grinder, edge	(abrasive wheel mfr)		
10204				843	8125	Grinder, emery	(steelworks)		
10205				829	8114	Grinder, enamel			
10206		*		512	5221	Grinder, engineering			
10207				512	5221	Grinder, external			
10208				512	5221	Grinder, face			
10209				512	5221	Grinder, file			
10210				591	5491	Grinder, flat		(glass)	
10211	A			811	8113	Grinder, flat			
10212				829	8112	Grinder, flint	(ceramics mfr)		
10213				811	8113	Grinder, flock			
10214				890	8123	Grinder, ganister			
10215				512	5221	Grinder, gear			
10216				820	8114	Grinder, gelatine			
10217				591	5491	Grinder, glass			
10218				829	8112	Grinder, glaze	(ceramics mfr)		
10219				512	5221	Grinder, hob			
10220				820	8114	Grinder, ink			
10221				512	5221	Grinder, instrument			
10222				512	5221	Grinder, internal			
10223				512	5221	Grinder, jig			
10224				899	8129	Grinder, jobbing			
10225				811	8113	Grinder, jute			
10226				512	5221	Grinder, knife			
10227				591	5491	Grinder, lens			
10228				821	8121	Grinder, logwood			
10229				512	5221	Grinder, machine	(metal trades)		
10230				512	5221	Grinder, mower, lawn			
10231				899	8129	Grinder, needle			
10232				591	5491	Grinder, optical			
10233				829	8114	Grinder, paint			
10234				821	8121	Grinder, paper			
10235				512	5221	Grinder, precision			
10236				512	5221	Grinder, profile, optical			
10237				512	5221	Grinder, race			
10238				811	8113	Grinder, rag			
10239				512	5221	Grinder, razor			
10240				820	8114	Grinder, resin			
10241				512	5221	Grinder, roll			
10242				512	5221	Grinder, roller			
10243				512	5221	Grinder, room, tool			
10244				829	8115	Grinder, rubber			
10245				829	8119	Grinder, sand			
10246				512	5221	Grinder, saw			
10247				899	8129	Grinder, scissors			
10248				512	5221	Grinder, segmental			
10249				512	5221	Grinder, shaft			
10250				512	5221	Grinder, shears			
10251				811	8113	Grinder, shoddy			
10252				829	8119	Grinder, silica			
10253				591	5491	Grinder, slab, optical			
10254				829	8114	Grinder, slag			
10255				802	8111	Grinder, snuff			
10256				820	8114	Grinder, soap, dry			
10257				512	5221	Grinder, spindle			
10258				512	5221	Grinder, spline			
10259				512	5221	Grinder, spring			
10260				899	8129	Grinder, steel			
10261				890	8123	Grinder, stone, lime	(quarry)		
10262				500	5312	Grinder, stone, lithographic			
10263				899	8129	Grinder, stone, wet			
10264	O			500	5312	Grinder, stone			
10265				591	5491	Grinder, stopper, glass			
10266				899	8129	Grinder, straight			
10267				809	8111	Grinder, sugar			
10268				899	8129	Grinder, surface	(carbon goods mfr)		
10269				591	5491	Grinder, surface	(glass mfr)		
10270	I			512	5221	Grinder, surface			
10271				912	9139	Grinder, sweep			
10272				899	8129	Grinder, swing			
10273				512	5221	Grinder, tool, universal			
10274	O			512	5221	Grinder, tool			
10275				512	5221	Grinder, tool and cutter			
10276				512	5221	Grinder, universal			
10277				512	5221	Grinder, valve			
10278				820	8114	Grinder, wet		(chemicals)	
10279	A			899	8129	Grinder, wet			
10280				591	5491	Grinder, wheel, emery	(glass mfr)		
10281	I			899	8129	Grinder, wheel, emery			
10282				899	8129	Grinder	(abrasive paper, cloth mfr)		
10283				899	8129	Grinder	(brake linings mfr)		
10284				899	8129	Grinder	(carbon goods mfr)		
10285				599	8119	Grinder	(cast concrete products mfr)		
10286				591	5491	Grinder	(ceramics mfr)		
10287				820	8114	Grinder	(chemical mfr)		
10288				809	8111	Grinder	(food products mfr)		
10289				591	5491	Grinder	(glass mfr)		
10290				843	8125	Grinder	(metal trades: foundry)		
10291				843	8125	Grinder	(metal trades: precious metal, plate mfr)		
10292	I			512	5221	Grinder	(metal trades)		
10293				890	8123	Grinder	(mine: not coal)		
10294				821	8121	Grinder	(paper mfr)		
10295				829	8114	Grinder	(patent fuel mfr)		
10296				825	8116	Grinder	(plastics goods mfr)		
10297				569	5423	Grinder	(printing)		
10298				552	8113	Grinder	(textile mfr: textile finishing)		
10299	I			811	8113	Grinder	(textile mfr)		
10300	M	*		512	5221	Grinder			
10301				512	5221	Grinder and finisher, spring			
10302				899	8129	Grinder and polisher	(metal trades)		
10303				591	5491	Grinder and polisher	(optical goods mfr)		
10304				512	5221	Grinder-setter	(metal trades)		
10305				809	8111	Grinderman	(grain milling)		
10306				821	8121	Grinderman	(paper mfr)		
10307		*	S	699	9229	Grip, key			
10308	O			999	9229	Grip			
10309				801	8111	Gristman	(brewery)		
10310				731	7123	Grocer		(travelling)	
10311	A			179	1234	Grocer			
10312				859	8139	Grommeter			
10313				902	6139	Groom			
10314				902	6139	Groom-gardener			
10315		*		958	9233	Groomer, aircraft			
10316				902	6139	Groomer, dog			
10317				902	6139	Groomsman			
10318				897	8121	Groover, pencil			
10319				840	8125	Groover	(metal trades)		
10320				862	9134	Grosser	(textile making-up)		
10321				869	8139	Grounder, fur			
10322				869	8139	Grounder	(wallpaper printing)		
10323				594	5113	Groundsman			
10324				839	8117	Grouter, mould	(steelworks)		
10325	O	*		896	8149	Grouter			
10326				160	5112	Grower		(bulb)	
10327		*		904	9112	Grower		(Christmas trees)	
10328				160	5112	Grower		(fruit)	
10329		*		160	5112	Grower		(fruit trees)	
10330				160	5112	Grower		(mushroom)	
10331				904	9112	Grower		(osier)	
10332				160	5112	Grower		(rose)	
10333				160	5112	Grower		(tomato)	
10334				160	5112	Grower		(watercress)	
10335				904	9112	Grower		(willow)	
10336				904	9112	Grower		(withy)	
10337				904	9112	Grower		(wood)	
10338		*		160	5112	Grower	(market gardening)		
10339		*		160	5112	Grower	(ornamental tree nursery)		
10340	M			160	5112	Grower			
10341				881	8216	Guard, ballast			
10342				615	9241	Guard, bank			
10343				615	9241	Guard, body			
10344				875	6219	Guard, bus			
10345				619	3319	Guard, coast			
10346		*		881	6215	Guard, commercial	(railways)		
10347		*		615	9241	Guard, custody			
10348				611	3313	Guard, fire			
10349				881	8216	Guard, goods			
10350				619	6211	Guard, life			
10351				881	8216	Guard, loco			
10352				615	9241	Guard, night			
10353				881	6215	Guard, passenger			
10354		*		881	6215	Guard, railway			
10355				615	9241	Guard, security			
10356				889	9139	Guard, train		(ropes)	
10357	A			881	6215	Guard, train			
10358				615	9241	Guard, van			
10359				613	3319	Guard, water	(Customs and Excise)		
10360				615	9241	Guard, works			
10361				615	9241	Guard	(manufacturing)		
10362				881	6215	Guard	(railways)		
10363				615	9241	Guard	(road goods transport)		
10364				875	6219	Guard	(road passenger transport)		
10365		*		615	9241	Guard	(security services)		
10366				814	8113	Guarder	(net, rope mfr)		
10367				293	2442	Guardian ad litem			
10368				600	3311	Guardsman			
10369				630	6213	Guide, coach			
10370				699	7212	Guide, store			
10371		*		699	6211	Guide	(museum)		
10372	M			630	6213	Guide			
10373				569	5422	Guider	(textile printing)		
10374				839	8117	Guider	(tube mfr)		
10375				814	8113	Guider-in			
10376				385	3415	Guitarist			
10377				597	8122	Gummer	(coal mine)		
10378				859	8139	Gummer	(paper goods mfr)		
10379				899	8129	Gunner	(steelworks)		
10380	I			600	3311	Gunner			
10381				516	5223	Gunsmith			
10382				581	5431	Gutman			
10383				582	5433	Gutter, fish			
10384				347	3229	Gymnast, remedial			
10385	O			387	3441	Gymnast			
10386				220	2211	Gynaecologist			
10387				103	3561	HEO	(government)		
10388				394	3565	HMFI			
10389				232	2313	HMIS			
10390				}}}	}}}}	HPTO	(government)		- see Engineer (professional)
10391				732	7124	Haberdasher	(market trading)		
10392	I			179	1234	Haberdasher			
10393				811	8113	Hackler			
10394				300	3111	Haematologist			
10395				899	8129	Hafter			
10396				660	6221	Hairdresser			
10397				813	8113	Halsher		(wool)	
10398				899	8129	Hammerer, saw			
10399				518	5495	Hammerer	(precious metal, plate mfr)		
10400				919	9139	Hammerman	(jute mfr)		
10401				810	8114	Hammerman	(leather dressing)		
10402				885	8229	Hammerman	(pile driving)		
10403				518	5495	Hammerman	(precious metal, plate mfr)		
10404				899	8129	Hammerman	(tobacco mfr)		
10405	I			530	5211	Hammerman			
10406				959	9259	Hand, advertisement			
10407				889	8218	Hand, aircraft	(airport)		
10408				889	8218	Hand, airport			
10409				555	5413	Hand, alteration		(footwear)	
10410	A			556	5414	Hand, alteration			
10411		*		931	8218	Hand, apron			
10412				}}}	}}}}	Hand, assembly			- see Assembler
10413				814	8113	Hand, back	(leathercloth mfr)		
10414				720	7111	Hand, bacon			
10415				569	8121	Hand, bag	(paper goods mfr)		
10416	I			559	5419	Hand, bag			
10417				800	8111	Hand, bakery			
10418				886	8221	Hand, bank	(coal mine)		
10419				814	8113	Hand, bank	(rope, twine mfr)		
10420				500	5312	Hand, banker			
10421				880	8217	Hand, barge			
10422				889	9139	Hand, belt			
10423				899	8129	Hand, bench, saw			
10424				571	5492	Hand, bench	(cabinet making)		
10425				859	8139	Hand, bench	(cardboard box mfr)		
10426				820	8114	Hand, bench	(chemical mfr)		
10427				554	5412	Hand, bench	(coach trimming)		
10428				555	8139	Hand, bench	(footwear mfr)		
10429				570	5315	Hand, bench	(joinery mfr)		
10430				555	8139	Hand, bench	(leather goods mfr)		
10431				839	8117	Hand, bench	(metal trades: brass foundry)		
10432				520	5241	Hand, bench	(metal trades: electrical engineering)		
10433				517	5224	Hand, bench	(metal trades: instrument mfr)		
10434	I			899	8129	Hand, bench	(metal trades)		
10435				825	8116	Hand, bench	(plastics goods mfr)		
10436				862	9134	Hand, bench	(printing: newspaper printing)		
10437	I			919	9139	Hand, bench	(printing)		
10438				824	8115	Hand, bench	(rubber flooring mfr)		
10439				555	8139	Hand, bench	(rubber footwear mfr)		
10440				862	9134	Hand, bench	(stationers)		
10441				809	8111	Hand, bench	(sugar, sugar confectionery mfr)		
10442				552	8114	Hand, bleach	(textile mfr)		
10443				880	8217	Hand, boat			
10444				820	8114	Hand, boiling, soap			
10445				590	5491	Hand, bottle			
10446				886	8221	Hand, bottom	(coal mine)		
10447				560	5421	Hand, box	(printing)		
10448				889	9139	Hand, box	(sugar refining)		
10449	I			862	9134	Hand, box			
10450				891	9133	Hand, brake	(printing)		
10451				590	8112	Hand, brick			
10452				889	8122	Hand, brow	(mining)		
10453				599	5499	Hand, brush	(broom, brush mfr)		
10454				869	8139	Hand, brush	(coach painting)		
10455	I			507	5323	Hand, brush			
10456				553	8137	Hand, buttonhole			
10457				913	9139	Hand, cable			
10458				953	9223	Hand, cafeteria			
10459				886	8221	Hand, cage	(coal mine)		
10460				552	8113	Hand, calender, fabric			
10461				673	9234	Hand, calender	(laundry, launderette, dry cleaning)		
10462				552	8113	Hand, calender	(leathercloth mfr)		
10463				829	8119	Hand, calender	(linoleum mfr)		
10464				825	8116	Hand, calender	(plastics goods mfr)		
10465				824	8115	Hand, calender	(rubber mfr)		
10466				952	9223	Hand, canteen			
10467				840	8125	Hand, capstan, brass			
10468				886	8221	Hand, capstan	(railways)		
10469				809	8111	Hand, carbonating			
10470				809	8111	Hand, carbonation		(sugar)	
10471				811	8113	Hand, card		(flax, hemp)	
10472				811	8113	Hand, card and drawing		(jute)	
10473				899	8129	Hand, charging, battery			
10474				509	5319	Hand, chimney	(building and contracting)		
10475				809	8111	Hand, chocolate			
10476				551	5411	Hand, circular			
10477				990	9226	Hand, circus			
10478				860	8133	Hand, clock	(ball bearing mfr)		
10479				553	8137	Hand, collar	(clothing mfr)		
10480				520	5241	Hand, commutator			
10481				893	8124	Hand, compressor			
10482				850	8131	Hand, condenser			
10483				800	8111	Hand, confectionery			
10484				891	9133	Hand, controller	(printing)		
10485				889	9139	Hand, conveyor			
10486				809	8111	Hand, cooler	(sugar refining)		
10487				859	8139	Hand, cracker	(paper goods mfr)		
10488				809	8111	Hand, cream		(liquorice)	
10489				809	8111	Hand, creamery			
10490				552	8113	Hand, croft			
10491				830	8117	Hand, cupola	(metal mfr)		
10492				851	8132	Hand, cycle			
10493				900	9111	Hand, dairy	(farming)		
10494				809	8111	Hand, dairy	(milk processing)		
10495				910	8122	Hand, datal	(coal mine)		
10496				990	9139	Hand, datal	(mine: not coal)		
10497				903	9119	Hand, deck	(fishing)		
10498				809	8111	Hand, deck	(milk processing)		
10499				889	8219	Hand, deck	(oil rigs)		
10500				880	8217	Hand, deck	(shipping)		
10501				809	8111	Hand, depository	(sugar, sugar confectionery mfr)		
10502				441	9149	Hand, despatch			
10503				569	5423	Hand, dis			
10504				441	9149	Hand, dispatch			
10505				954	9251	Hand, display		(shelf filling)	
10506				699	5499	Hand, display	(fireworks mfr)		
10507				791	7125	Hand, display	(retail trade)		
10508				800	8111	Hand, divider	(bakery)		
10509				552	8113	Hand, dolly			
10510				811	8113	Hand, drawing	(textile mfr)		
10511				809	8111	Hand, essence			
10512				820	8114	Hand, explosive			
10513				}}}	}}}}	Hand, factory			- see Worker, factory
10514				699	9226	Hand, fairground			
10515				900	9111	Hand, farm			
10516				553	8137	Hand, feller			
10517				553	8137	Hand, felling			
10518				801	8111	Hand, filtration	(alcoholic drink mfr)		
10519				820	8114	Hand, filtration	(chemical mfr)		
10520			S	580	5432	Hand, first	(bakery)		
10521				556	5414	Hand, first	(clothing mfr)		
10522				581	5431	Hand, first	(retail trade: butchers)		
10523	I			720	7111	Hand, first	(retail trade)		
10524				832	8117	Hand, first	(steelworks)		
10525				825	8116	Hand, flasher	(plastics mfr)		
10526				891	9133	Hand, floor	(printing)		
10527				891	9133	Hand, fly			
10528				839	8117	Hand, forge			
10529				911	9131	Hand, foundry			
10530				809	8111	Hand, frame, mustard			
10531				551	8113	Hand, frame	(hosiery, knitwear mfr)		
10532				809	8111	Hand, frame	(sugar, sugar confectionery mfr)		
10533				559	5419	Hand, front	(clothing mfr)		
10534				830	8117	Hand, furnace, blast			
10535				829	8114	Hand, furnace	(charcoal mfr)		
10536				830	8117	Hand, furnace	(metal mfr)		
10537				829	8119	Hand, furnace	(mine: not coal)		
10538				952	9223	Hand, galley			
10539				540	8135	Hand, garage			
10540		*		931	8218	Hand, general	(airport)		
10541				809	8111	Hand, general	(bacon, ham, meat curing)		
10542				800	8111	Hand, general	(bakery)		
10543				562	5423	Hand, general	(bookbinding)		
10544				556	5414	Hand, general	(dressmaking)		
10545				958	9233	Hand, general	(hotel)		
10546				551	8113	Hand, glove		(knitted gloves)	
10547				919	9139	Hand, granary			
10548				620	5434	Hand, grill			
10549				599	8119	Hand, guillotine	(asbestos-cement goods mfr)		
10550				899	8129	Hand, guillotine	(metal trades)		
10551				822	8121	Hand, guillotine	(paper goods mfr)		
10552				863	8134	Hand, hair	(broom, brush mfr)		
10553				889	8122	Hand, haulage	(coal mine)		
10554				872	8211	Hand, haulage	(haulage contractor)		
10555				889	9139	Hand, haulage	(mine: not coal)		
10556				551	8113	Hand, hosiery			
10557				829	8119	Hand, house, slip			
10558				919	9139	Hand, house, waste	(textile mfr)		
10559				673	9234	Hand, hydro	(laundry, launderette, dry cleaning)		
10560				560	5421	Hand, imposition			
10561				820	8114	Hand, installation	(oil refining)		
10562				896	9129	Hand, insulation			
10563				930	9141	Hand, jetty			
10564				814	8113	Hand, jobbing	(rope, twine mfr)		
10565				902	6139	Hand, kennel			
10566				823	8112	Hand, kiln	(ceramics mfr)		
10567				809	8111	Hand, kitchen	(food products mfr)		
10568	I			952	9223	Hand, kitchen			
10569				899	8129	Hand, knife	(metal trades)		
10570				550	5411	Hand, lace			
10571				840	8125	Hand, lathe			
10572				880	8217	Hand, launch			
10573				673	9234	Hand, laundry			
10574				509	5319	Hand, leading	(building and contracting)		
10575				809	8111	Hand, leading	(food products mfr)		
10576				673	9234	Hand, leading	(laundry, launderette, dry cleaning)		
10577				839	8117	Hand, leading	(metal trades: blast furnace)		
10578				839	8117	Hand, leading	(metal trades: foundry)		
10579	I			899	8129	Hand, leading	(metal trades)		
10580				824	8115	Hand, leading	(rubber goods mfr)		
10581				814	8113	Hand, leading	(textile mfr)		
10582				441	9149	Hand, leading	(warehousing)		
10583	I			}}}	}}}}	Hand, leading			- see also notes
10584				809	8111	Hand, liquorice			
10585				551	5411	Hand, loom, warp			
10586				599	5499	Hand, loom	(loom furniture mfr)		
10587				}}}	}}}}	Hand, machine			- see Machinist
10588				899	8129	Hand, maintenance, electrical			
10589				509	9121	Hand, maintenance, estate			
10590				516	5223	Hand, maintenance, machine	(textile mfr)		
10591	I			894	8129	Hand, maintenance, machine			
10592				598	5249	Hand, maintenance, typewriter			
10593				516	5223	Hand, maintenance		(aircraft)	
10594				893	8124	Hand, maintenance		(boilers)	
10595				894	8129	Hand, maintenance		(machinery)	
10596				540	5231	Hand, maintenance		(vehicles)	
10597				509	9121	Hand, maintenance	(building and contracting)		
10598				929	9129	Hand, maintenance	(canals)		
10599				899	8129	Hand, maintenance	(coal mine)		
10600				521	5241	Hand, maintenance	(electricity supplier)		
10601		*		902	9119	Hand, maintenance	(gardening, grounds keeping services)		
10602		*		922	8142	Hand, maintenance	(local government: highways dept)		
10603				899	8129	Hand, maintenance	(mine: not coal)		
10604				523	5242	Hand, maintenance	(telecommunications)		
10605				922	8143	Hand, maintenance	(transport: railways)		
10606	I			540	5231	Hand, maintenance	(transport)		
10607	M			990	9139	Hand, maintenance			
10608				560	5421	Hand, make-up			
10609				}}}	}}}}	Hand, mangle			- see Mangler ( )
10610				500	5312	Hand, mason			
10611				824	8115	Hand, mechanical	(rubber goods mfr)		
10612				953	9223	Hand, mess			
10613				517	5224	Hand, meter			
10614				820	8114	Hand, mill, finishing			
10615				809	8111	Hand, mill, flour			
10616				809	8111	Hand, mill, grain			
10617				820	8114	Hand, mill, grinding			
10618				820	8114	Hand, mill, ink			
10619				919	9139	Hand, mill, nitrate			
10620				809	8111	Hand, mill, provender			
10621				839	8117	Hand, mill, rolling			
10622				824	8115	Hand, mill, rubber			
10623				897	8121	Hand, mill, saw			
10624				820	8114	Hand, mill, tints			
10625				829	8119	Hand, mill, wash		(cement)	
10626				809	8111	Hand, mill	(animal feeds mfr)		
10627				820	8114	Hand, mill	(chemical mfr)		
10628				809	8111	Hand, mill	(food processing)		
10629				839	8117	Hand, mill	(galvanised sheet mfr)		
10630				811	8113	Hand, mill	(hair, fibre dressing)		
10631				890	8123	Hand, mill	(mine: not coal)		
10632				824	8115	Hand, mill	(rubber goods mfr)		
10633				814	8113	Hand, mill	(textile mfr)		
10634				839	8117	Hand, mill	(tinplate mfr)		
10635	M			829	8119	Hand, mill			
10636				820	8114	Hand, milling	(soap, detergent mfr)		
10637				551	5411	Hand, needle, latch			
10638				553	8137	Hand, needlework			
10639				814	8113	Hand, net, braiding			
10640				891	9133	Hand, news			
10641				595	9119	Hand, nursery			
10642				800	8111	Hand, oven	(bakery)		
10643				823	8112	Hand, oven	(ceramics mfr)		
10644				829	8112	Hand, oven	(mica, micanite goods mfr)		
10645				869	8139	Hand, paint			
10646				869	8139	Hand, painter			
10647				553	8137	Hand, palm and needle			
10648				599	5499	Hand, pan	(broom, brush mfr)		
10649				897	8121	Hand, paper		(piano hammers)	
10650				580	5432	Hand, pastry			
10651				430	5419	Hand, pattern	(lace mfr)		
10652				830	8117	Hand, pit	(tube mfr)		
10653				820	8114	Hand, plant, acid			
10654				800	8111	Hand, plant, bakery			
10655				560	5421	Hand, plate	(printing)		
10656				814	8113	Hand, plate	(rope, twine mfr)		
10657				560	5421	Hand, poster			
10658				582	5433	Hand, poultry	(food processing)		
10659				}}}	}}}}	Hand, press			- see Presser ( )
10660				590	5491	Hand, prism			
10661				}}}	}}}}	Hand, process			- see Worker, process ( )
10662				420	9219	Hand, progress			
10663				720	7111	Hand, provision			
10664				999	9139	Hand, pump			
10665				}}}	}}}}	Hand, recovery			- see Recoverer
10666				891	9133	Hand, reel			
10667				}}}	}}}}	Hand, refiner			- see Refiner
10668				931	9149	Hand, removal			
10669				}}}	}}}}	Hand, retort			- see Man, retort ( )
10670				898	8123	Hand, rock	(mine: not coal)		
10671				809	8111	Hand, rock	(sugar, sugar confectionery mfr)		
10672				839	8117	Hand, roll	(steel mfr)		
10673				811	8113	Hand, room, blowing			
10674				811	8113	Hand, room, card			
10675				441	9149	Hand, room, grey			
10676				441	9149	Hand, room, order			
10677				441	9149	Hand, room, pattern			
10678				953	9223	Hand, room, service			
10679				555	8139	Hand, room	(footwear mfr)		
10680				597	8122	Hand, salvage	(coal mine)		
10681				880	8217	Hand, salvage	(mooring and wreck raising service)		
10682	I			990	9235	Hand, salvage			
10683				553	8137	Hand, sample	(clothing mfr)		
10684				555	5413	Hand, sample	(footwear mfr)		
10685				999	9229	Hand, scene			
10686				820	8114	Hand, screen	(coal gas, coke ovens)		
10687				890	8123	Hand, screen	(coal mine)		
10688				551	5411	Hand, seamless			
10689				832	8117	Hand, second, roller's			
10690				556	5414	Hand, second	(clothing mfr)		
10691			S	903	9119	Hand, second	(fishing)		
10692				832	8117	Hand, second	(metal rolling)		
10693				832	8117	Hand, second	(steelworks)		
10694				953	9223	Hand, servery			
10695				953	9223	Hand, service	(catering)		
10696				540	5231	Hand, service	(garage)		
10697				810	8114	Hand, set			
10698				553	8137	Hand, sewing			
10699				555	5413	Hand, shoe			
10700				809	8111	Hand, slab			
10701				829	8119	Hand, sliphouse			
10702				550	5411	Hand, smash			
10703				903	9119	Hand, spare	(fishing)		
10704				839	8117	Hand, spare	(rolling mill)		
10705				897	8121	Hand, spindle			
10706				902	6139	Hand, stable			
10707				889	8219	Hand, stage	(docks)		
10708				999	9229	Hand, stage	(entertainment)		
10709				953	9223	Hand, steam	(catering)		
10710				552	8113	Hand, stenter			
10711				}}}	}}}}	Hand, stock			- see Stockman ( )
10712				560	5421	Hand, stone			
10713				931	9149	Hand, storage, cold			
10714				}}}	}}}}	Hand, stove			- see Stover ( )
10715				839	8117	Hand, stretcher	(aluminium mfr)		
10716				559	5419	Hand, stripping	(hosiery, knitwear mfr)		
10717				902	6139	Hand, stud			
10718				910	8122	Hand, surface	(coal mine)		
10719				990	8123	Hand, surface	(mine: not coal)		
10720				824	8115	Hand, surgical	(rubber goods mfr)		
10721				553	8137	Hand, suspender			
10722				893	8124	Hand, switch			
10723				893	8124	Hand, switchboard			
10724				}}}	}}}}	Hand, table			- see Man, table ( )
10725				859	8139	Hand, tassel			
10726				897	8121	Hand, tenon			
10727				891	9133	Hand, tension			
10728				506	5322	Hand, terrazzo			
10729				860	8133	Hand, test	(metal trades)		
10730			S	903	9119	Hand, third	(fishing)		
10731				839	8117	Hand, third	(foundry)		
10732				839	8117	Hand, third	(rolling mill)		
10733				}}}	}}}}	Hand, timber			- see Man, timber ( )
10734				850	8131	Hand, transformer			
10735				903	9119	Hand, trawler			
10736				820	8114	Hand, trowel	(cement mfr)		
10737				531	5212	Hand, tub	(foundry)		
10738				824	8115	Hand, tube			
10739				880	8217	Hand, tug			
10740				840	8125	Hand, turret			
10741				550	5411	Hand, twist, net, plain			
10742	O			550	5411	Hand, twist			
10743				834	8118	Hand, vat	(electroplating)		
10744				889	9139	Hand, warehouse, lace			
10745	O			441	9149	Hand, warehouse			
10746				551	5411	Hand, warp			
10747				890	8123	Hand, washery	(coal mine)		
10748				}}}	}}}}	Hand, washhouse			- see Washhouseman ( )
10749				899	8129	Hand, wire	(cable mfr)		
10750				859	8139	Hand, wiring			
10751				569	5421	Hand, yardage			
10752				}}}	}}}}	Hander, machine			- see Machinist
10753				387	3442	Handicapper			
10754		*		361	3533	Handler, account, insurance			
10755		*		710	3542	Handler, account, sales			
10756		*		123	3543	Handler, account	(advertising)		
10757		*		361	3533	Handler, account	(insurance)		
10758	M	*		121	3543	Handler, account			
10759		*		361	3533	Handler, accounts	(insurance)		
10760				889	8218	Handler, aircraft			
10761				902	6139	Handler, animal			
10762				569	8121	Handler, bag, paper			
10763				931	8218	Handler, baggage			
10764				889	9139	Handler, body	(vehicle mfr)		
10765		*		462	4141	Handler, call	(motoring organisation)		
10766		*		931	9141	Handler, cargo	(docks)		
10767	I	*		931	9149	Handler, cargo			
10768				410	4132	Handler, claims			
10769				889	9139	Handler, coal			
10770				902	6139	Handler, dog			
10771				931	9149	Handler, freight	(warehousing)		
10772		*		361	3533	Handler, insurance			
10773				889	9139	Handler, material			
10774				820	8114	Handler, mud, press, red			
10775		*		941	9211	Handler, parcel			
10776		*		900	9111	Handler, poultry			
10777				889	9139	Handler, sheet		(metal)	
10778				859	8139	Handler, spade and shovel			
10779				889	9139	Handler, stock	(asbestos-cement goods mfr)		
10780	I			441	9251	Handler, stock			
10781				811	8113	Handler, stone	(broom, brush mfr)		
10782				859	8139	Handler, tool	(edge tool mfr)		
10783				420	4134	Handler, traffic			
10784				859	8139	Handler	(broom, brush mfr)		
10785				859	8139	Handler	(ceramics mfr)		
10786				859	8139	Handler	(edge tool mfr)		
10787				569	5423	Handler	(photographic film mfr)		
10788				810	8114	Handler	(tannery)		
10789				959	9225	Handyman, bar			
10790				509	9121	Handyman, builder's			
10791				920	9121	Handyman, carpenter's			
10792				913	9139	Handyman, electrician's			
10793				913	9139	Handyman, engineer's			
10794				509	9119	Handyman, estate			
10795				900	9111	Handyman, farm			
10796				913	9121	Handyman, fitter's		(pipe)	
10797	A			913	9139	Handyman, fitter's			
10798				540	5231	Handyman, garage			
10799				594	9119	Handyman, gardener's			
10800				509	9121	Handyman, general	(building and contracting)		
10801	I			896	9121	Handyman, general			
10802				509	9121	Handyman, maintenance	(building and contracting)		
10803	I			896	9121	Handyman, maintenance			
10804				896	9121	Handyman, nos		(residential buildings)	
10805				509	9121	Handyman, nos	(building and contracting)		
10806				910	8122	Handyman, nos	(coal mine)		
10807				899	8129	Handyman, nos	(gas works)		
10808				809	8111	Handyman, nos	(grist milling)		
10809				899	8129	Handyman, nos	(water works)		
10810	M			896	9121	Handyman, nos			
10811				990	9219	Handyman, office			
10812				874	8214	Handyman-driver			
10813				594	9119	Handyman-gardener			
10814				990	9219	Handyman-labourer			
10815				505	8141	Hanger, bell		(church bells)	
10816				851	8132	Hanger, door		(coach body)	
10817				829	8119	Hanger, lino	(linoleum mfr)		
10818				829	8119	Hanger, linoleum	(linoleum mfr)		
